item_id,store_id,ts,demand,price
item_001,store_003,2018-01-01,275.94,110.7954801
item_001,store_003,2018-02-01,272.39,110.7954801
item_001,store_003,2018-03-01,267.9,110.7954801
item_001,store_003,2018-04-01,281.34,106.1101399
item_001,store_003,2018-05-01,278.33,106.1101399
item_001,store_003,2018-06-01,277.62,106.1101399
item_001,store_003,2018-07-01,279.4,106.1101399
item_001,store_003,2018-08-01,283.19,106.1101399
item_001,store_003,2018-09-01,287.98,106.1101399
item_001,store_003,2018-10-01,237.09,122.053055
item_001,store_003,2018-11-01,239.52,122.053055
item_001,store_003,2018-12-01,240.1,122.053055
item_001,store_003,2019-01-01,238.66,122.053055
item_001,store_003,2019-02-01,420.27,82.97735656
item_001,store_003,2019-03-01,350.82,92.56446737
item_001,store_003,2019-04-01,345.3,92.56446737
item_001,store_003,2019-05-01,314.55,97.79892302
item_001,store_003,2019-06-01,313.75,97.79892302
item_001,store_003,2019-07-01,315.76,97.79892302
item_001,store_003,2019-08-01,320.04,97.79892302
item_001,store_003,2019-09-01,325.46,97.79892302
item_001,store_003,2019-10-01,,97.79892302
item_001,store_003,2019-11-01,,97.79892302
item_001,store_003,2019-12-01,,97.79892302
item_001,store_004,2017-10-01,305.82,103
item_001,store_004,2017-11-01,276.94,110.7954801
item_001,store_004,2017-12-01,277.61,110.7954801
item_001,store_004,2018-01-01,275.94,110.7954801
item_001,store_004,2018-02-01,272.39,110.7954801
item_001,store_004,2018-03-01,267.9,110.7954801
item_001,store_004,2018-04-01,281.34,106.1101399
item_001,store_004,2018-05-01,278.33,106.1101399
item_001,store_004,2018-06-01,277.62,106.1101399
item_001,store_004,2018-07-01,279.4,106.1101399
item_001,store_004,2018-08-01,283.19,106.1101399
item_001,store_004,2018-09-01,287.98,106.1101399
item_001,store_004,2018-10-01,237.09,122.053055
item_001,store_004,2018-11-01,239.52,122.053055
item_001,store_004,2018-12-01,240.1,122.053055
item_001,store_004,2019-01-01,238.66,122.053055
item_001,store_004,2019-02-01,420.27,82.97735656
item_001,store_004,2019-03-01,350.82,92.56446737
item_001,store_004,2019-04-01,345.3,92.56446737
item_001,store_004,2019-05-01,314.55,97.79892302
item_001,store_004,2019-06-01,313.75,97.79892302
item_001,store_004,2019-07-01,315.76,97.79892302
item_001,store_004,2019-08-01,320.04,97.79892302
item_001,store_004,2019-09-01,325.46,97.79892302
item_001,store_004,2019-10-01,,97.79892302
item_001,store_004,2019-11-01,,97.79892302
item_001,store_004,2019-12-01,,97.79892302
item_001,store_005,2017-10-01,305.82,103
item_001,store_005,2017-11-01,276.94,110.7954801
item_001,store_005,2017-12-01,277.61,110.7954801
item_001,store_005,2018-01-01,275.94,110.7954801
item_001,store_005,2018-02-01,272.39,110.7954801
item_001,store_005,2018-03-01,267.9,110.7954801
item_001,store_005,2018-04-01,281.34,106.1101399
item_001,store_005,2018-05-01,278.33,106.1101399
item_001,store_005,2018-06-01,277.62,106.1101399
item_001,store_005,2018-07-01,279.4,106.1101399
item_001,store_005,2018-08-01,283.19,106.1101399
item_001,store_005,2018-09-01,287.98,106.1101399
item_001,store_005,2018-10-01,237.09,122.053055
item_001,store_005,2018-11-01,239.52,122.053055
item_001,store_005,2018-12-01,240.1,122.053055
item_001,store_005,2019-01-01,238.66,122.053055
item_001,store_005,2019-02-01,420.27,82.97735656
item_001,store_005,2019-03-01,350.82,92.56446737
item_001,store_005,2019-04-01,345.3,92.56446737
item_001,store_005,2019-05-01,314.55,97.79892302
item_001,store_005,2019-06-01,313.75,97.79892302
item_001,store_005,2019-07-01,315.76,97.79892302
item_001,store_005,2019-08-01,320.04,97.79892302
item_001,store_005,2019-09-01,325.46,97.79892302
item_001,store_005,2019-10-01,,97.79892302
item_001,store_005,2019-11-01,,97.79892302
item_001,store_005,2019-12-01,,97.79892302
item_002,store_001,2017-10-01,273.84,102
item_002,store_001,2017-11-01,296.12,102
item_002,store_001,2017-12-01,319.43,102
item_002,store_001,2018-01-01,337.54,102
item_002,store_001,2018-02-01,428.24,88.41276632
item_002,store_001,2018-03-01,394.66,92.60761993
item_002,store_001,2018-04-01,377.01,92.60761993
item_002,store_001,2018-05-01,351.27,92.60761993
item_002,store_001,2018-06-01,323.44,92.77562721
item_002,store_001,2018-07-01,302.56,92.77562721
item_002,store_001,2018-08-01,293.28,92.77562721
item_002,store_001,2018-09-01,270.95,98.87031138
item_002,store_001,2018-10-01,273.51,102.0836167
item_002,store_001,2018-11-01,295.75,102.0836167
item_002,store_001,2018-12-01,319.04,102.0836167
item_002,store_001,2019-01-01,337.12,102.0836167
item_002,store_001,2019-02-01,345.16,102.0836167
item_002,store_001,2019-03-01,341,102.0836167
item_002,store_001,2019-04-01,325.76,102.0836167
item_002,store_001,2019-05-01,303.51,102.0836167
item_002,store_001,2019-06-01,280.22,102.0836167
item_002,store_001,2019-07-01,262.14,102.0836167
item_002,store_001,2019-08-01,197.34,120.8227701
item_002,store_001,2019-09-01,200.57,120.8227701
item_002,store_001,2019-10-01,,120.8227701
item_002,store_001,2019-11-01,,120.8227701
item_002,store_001,2019-12-01,,120.8227701
item_002,store_002,2017-10-01,273.84,102
item_002,store_002,2017-11-01,296.12,102
item_002,store_002,2017-12-01,319.43,102
item_002,store_002,2018-01-01,337.54,102
item_002,store_002,2018-02-01,428.24,88.41276632
item_002,store_002,2018-03-01,394.66,92.60761993
item_002,store_002,2018-04-01,377.01,92.60761993
item_002,store_002,2018-05-01,351.27,92.60761993
item_002,store_002,2018-06-01,323.44,92.77562721
item_002,store_002,2018-07-01,302.56,92.77562721
item_002,store_002,2018-08-01,293.28,92.77562721
item_002,store_002,2018-09-01,270.95,98.87031138
item_002,store_002,2018-10-01,273.51,102.0836167
item_002,store_002,2018-11-01,295.75,102.0836167
item_002,store_002,2018-12-01,319.04,102.0836167
item_002,store_002,2019-01-01,337.12,102.0836167
item_002,store_002,2019-02-01,345.16,102.0836167
item_002,store_002,2019-03-01,341,102.0836167
item_002,store_002,2019-04-01,325.76,102.0836167
item_002,store_002,2019-05-01,303.51,102.0836167
item_002,store_002,2019-06-01,280.22,102.0836167
item_002,store_002,2019-07-01,262.14,102.0836167
item_002,store_002,2019-08-01,197.34,120.8227701
item_002,store_002,2019-09-01,200.57,120.8227701
item_002,store_002,2019-10-01,,120.8227701
item_002,store_002,2019-11-01,,120.8227701
item_002,store_002,2019-12-01,,120.8227701
item_002,store_003,2017-10-01,273.84,102
item_002,store_003,2017-11-01,296.12,102
item_002,store_003,2017-12-01,319.43,102
item_002,store_003,2018-01-01,337.54,102
item_002,store_003,2018-02-01,428.24,88.41276632
item_002,store_003,2018-03-01,394.66,92.60761993
item_002,store_003,2018-04-01,377.01,92.60761993
item_002,store_003,2018-05-01,351.27,92.60761993
item_002,store_003,2018-06-01,323.44,92.77562721
item_002,store_003,2018-07-01,302.56,92.77562721
item_002,store_003,2018-08-01,293.28,92.77562721
item_002,store_003,2018-09-01,270.95,98.87031138
item_002,store_003,2018-10-01,273.51,102.0836167
item_002,store_003,2018-11-01,295.75,102.0836167
item_002,store_003,2018-12-01,319.04,102.0836167
item_002,store_003,2019-01-01,337.12,102.0836167
item_002,store_003,2019-02-01,345.16,102.0836167
item_002,store_003,2019-03-01,341,102.0836167
item_002,store_003,2019-04-01,325.76,102.0836167
item_002,store_003,2019-05-01,303.51,102.0836167
item_002,store_003,2019-06-01,280.22,102.0836167
item_002,store_003,2019-07-01,262.14,102.0836167
item_002,store_003,2019-08-01,197.34,120.8227701
item_002,store_003,2019-09-01,200.57,120.8227701
item_002,store_003,2019-10-01,,120.8227701
item_002,store_003,2019-11-01,,120.8227701
item_002,store_003,2019-12-01,,120.8227701
item_002,store_004,2017-10-01,273.84,102
item_002,store_004,2017-11-01,296.12,102
item_002,store_004,2017-12-01,319.43,102
item_002,store_004,2018-01-01,337.54,102
item_002,store_004,2018-02-01,428.24,88.41276632
item_002,store_004,2018-03-01,394.66,92.60761993
item_002,store_004,2018-04-01,377.01,92.60761993
item_002,store_004,2018-05-01,351.27,92.60761993
item_002,store_004,2018-06-01,323.44,92.77562721
item_002,store_004,2018-07-01,302.56,92.77562721
item_002,store_004,2018-08-01,293.28,92.77562721
item_002,store_004,2018-09-01,270.95,98.87031138
item_002,store_004,2018-10-01,273.51,102.0836167
item_002,store_004,2018-11-01,295.75,102.0836167
item_002,store_004,2018-12-01,319.04,102.0836167
item_002,store_004,2019-01-01,337.12,102.0836167
item_002,store_004,2019-02-01,345.16,102.0836167
item_002,store_004,2019-03-01,341,102.0836167
item_002,store_004,2019-04-01,325.76,102.0836167
item_002,store_004,2019-05-01,303.51,102.0836167
item_002,store_004,2019-06-01,280.22,102.0836167
item_002,store_004,2019-07-01,262.14,102.0836167
item_002,store_004,2019-08-01,197.34,120.8227701
item_002,store_004,2019-09-01,200.57,120.8227701
item_002,store_004,2019-10-01,,120.8227701
item_002,store_004,2019-11-01,,120.8227701
item_002,store_004,2019-12-01,,120.8227701
item_002,store_005,2017-10-01,273.84,102
item_002,store_005,2017-11-01,296.12,102
item_002,store_005,2017-12-01,319.43,102
item_002,store_005,2018-01-01,337.54,102
item_002,store_005,2018-02-01,428.24,88.41276632
item_002,store_005,2018-03-01,394.66,92.60761993
item_002,store_005,2018-04-01,377.01,92.60761993
item_002,store_005,2018-05-01,351.27,92.60761993
item_002,store_005,2018-06-01,323.44,92.77562721
item_002,store_005,2018-07-01,302.56,92.77562721
item_002,store_005,2018-08-01,293.28,92.77562721
item_002,store_005,2018-09-01,270.95,98.87031138
item_002,store_005,2018-10-01,273.51,102.0836167
item_002,store_005,2018-11-01,295.75,102.0836167
item_002,store_005,2018-12-01,319.04,102.0836167
item_002,store_005,2019-01-01,337.12,102.0836167
item_002,store_005,2019-02-01,345.16,102.0836167
item_002,store_005,2019-03-01,341,102.0836167
item_002,store_005,2019-04-01,325.76,102.0836167
item_002,store_005,2019-05-01,303.51,102.0836167
item_002,store_005,2019-06-01,280.22,102.0836167
item_002,store_005,2019-07-01,262.14,102.0836167
item_002,store_005,2019-08-01,197.34,120.8227701
item_002,store_005,2019-09-01,200.57,120.8227701
item_002,store_005,2019-10-01,,120.8227701
item_002,store_005,2019-11-01,,120.8227701
item_002,store_005,2019-12-01,,120.8227701
item_003,store_001,2017-10-01,322.92,100.1583609
item_003,store_001,2017-11-01,319.73,100.1583609
item_003,store_001,2017-12-01,329.62,97.61655284
item_003,store_001,2018-01-01,328.3,97.61655284
item_003,store_001,2018-02-01,328.68,97.61655284
item_003,store_001,2018-03-01,286.33,107.4513863
item_003,store_001,2018-04-01,286.68,108.0258237
item_003,store_001,2018-05-01,289.52,108.0258237
item_003,store_001,2018-06-01,291.82,108.0258237
item_003,store_001,2018-07-01,292.96,108.0258237
item_003,store_001,2018-08-01,292.63,108.0258237
item_003,store_001,2018-09-01,290.92,108.0258237
item_003,store_001,2018-10-01,288.29,108.0258237
item_003,store_001,2018-11-01,285.45,108.0258237
item_003,store_001,2018-12-01,283.15,108.0258237
item_003,store_001,2019-01-01,282.01,108.0258237
item_003,store_001,2019-02-01,282.34,108.0258237
item_003,store_001,2019-03-01,284.05,108.0258237
item_003,store_001,2019-04-01,286.68,108.0258237
item_003,store_001,2019-05-01,275.01,111.7924031
item_003,store_001,2019-06-01,277.2,111.7924031
item_003,store_001,2019-07-01,409.99,86.34126845
item_003,store_001,2019-08-01,328.77,99.9569711
item_003,store_001,2019-09-01,326.85,99.9569711
item_003,store_001,2019-10-01,,99.9569711
item_003,store_001,2019-11-01,,99.9569711
item_003,store_001,2019-12-01,,99.9569711
item_003,store_002,2017-10-01,322.92,100.1583609
item_003,store_002,2017-11-01,319.73,100.1583609
item_003,store_002,2017-12-01,329.62,97.61655284
item_003,store_002,2018-01-01,328.3,97.61655284
item_003,store_002,2018-02-01,328.68,97.61655284
item_003,store_002,2018-03-01,286.33,107.4513863
item_003,store_002,2018-04-01,286.68,108.0258237
item_003,store_002,2018-05-01,289.52,108.0258237
item_003,store_002,2018-06-01,291.82,108.0258237
item_003,store_002,2018-07-01,292.96,108.0258237
item_003,store_002,2018-08-01,292.63,108.0258237
item_003,store_002,2018-09-01,290.92,108.0258237
item_003,store_002,2018-10-01,288.29,108.0258237
item_003,store_002,2018-11-01,285.45,108.0258237
item_003,store_002,2018-12-01,283.15,108.0258237
item_003,store_002,2019-01-01,282.01,108.0258237
item_003,store_002,2019-02-01,282.34,108.0258237
item_003,store_002,2019-03-01,284.05,108.0258237
item_003,store_002,2019-04-01,286.68,108.0258237
item_003,store_002,2019-05-01,275.01,111.7924031
item_003,store_002,2019-06-01,277.2,111.7924031
item_003,store_002,2019-07-01,409.99,86.34126845
item_003,store_002,2019-08-01,328.77,99.9569711
item_003,store_002,2019-09-01,326.85,99.9569711
item_003,store_002,2019-10-01,,99.9569711
item_003,store_002,2019-11-01,,99.9569711
item_003,store_002,2019-12-01,,99.9569711
item_003,store_003,2017-10-01,322.92,100.1583609
item_003,store_003,2017-11-01,319.73,100.1583609
item_003,store_003,2017-12-01,329.62,97.61655284
item_003,store_003,2018-01-01,328.3,97.61655284
item_003,store_003,2018-02-01,328.68,97.61655284
item_003,store_003,2018-03-01,286.33,107.4513863
item_003,store_003,2018-04-01,286.68,108.0258237
item_003,store_003,2018-05-01,289.52,108.0258237
item_003,store_003,2018-06-01,291.82,108.0258237
item_003,store_003,2018-07-01,292.96,108.0258237
item_003,store_003,2018-08-01,292.63,108.0258237
item_003,store_003,2018-09-01,290.92,108.0258237
item_003,store_003,2018-10-01,288.29,108.0258237
item_003,store_003,2018-11-01,285.45,108.0258237
item_003,store_003,2018-12-01,283.15,108.0258237
item_003,store_003,2019-01-01,282.01,108.0258237
item_003,store_003,2019-02-01,282.34,108.0258237
item_003,store_003,2019-03-01,284.05,108.0258237
item_003,store_003,2019-04-01,286.68,108.0258237
item_003,store_003,2019-05-01,275.01,111.7924031
item_003,store_003,2019-06-01,277.2,111.7924031
item_003,store_003,2019-07-01,409.99,86.34126845
item_003,store_003,2019-08-01,328.77,99.9569711
item_003,store_003,2019-09-01,326.85,99.9569711
item_003,store_003,2019-10-01,,99.9569711
item_003,store_003,2019-11-01,,99.9569711
item_003,store_003,2019-12-01,,99.9569711
item_003,store_004,2017-10-01,322.92,100.1583609
item_003,store_004,2017-11-01,319.73,100.1583609
item_003,store_004,2017-12-01,329.62,97.61655284
item_003,store_004,2018-01-01,328.3,97.61655284
item_003,store_004,2018-02-01,328.68,97.61655284
item_003,store_004,2018-03-01,286.33,107.4513863
item_003,store_004,2018-04-01,286.68,108.0258237
item_003,store_004,2018-05-01,289.52,108.0258237
item_003,store_004,2018-06-01,291.82,108.0258237
item_003,store_004,2018-07-01,292.96,108.0258237
item_003,store_004,2018-08-01,292.63,108.0258237
item_003,store_004,2018-09-01,290.92,108.0258237
item_003,store_004,2018-10-01,288.29,108.0258237
item_003,store_004,2018-11-01,285.45,108.0258237
item_003,store_004,2018-12-01,283.15,108.0258237
item_003,store_004,2019-01-01,282.01,108.0258237
item_003,store_004,2019-02-01,282.34,108.0258237
item_003,store_004,2019-03-01,284.05,108.0258237
item_003,store_004,2019-04-01,286.68,108.0258237
item_003,store_004,2019-05-01,275.01,111.7924031
item_003,store_004,2019-06-01,277.2,111.7924031
item_003,store_004,2019-07-01,409.99,86.34126845
item_003,store_004,2019-08-01,328.77,99.9569711
item_003,store_004,2019-09-01,326.85,99.9569711
item_003,store_004,2019-10-01,,99.9569711
item_003,store_004,2019-11-01,,99.9569711
item_003,store_004,2019-12-01,,99.9569711
item_003,store_005,2017-10-01,322.92,100.1583609
item_003,store_005,2017-11-01,319.73,100.1583609
item_003,store_005,2017-12-01,329.62,97.61655284
item_003,store_005,2018-01-01,328.3,97.61655284
item_003,store_005,2018-02-01,328.68,97.61655284
item_003,store_005,2018-03-01,286.33,107.4513863
item_003,store_005,2018-04-01,286.68,108.0258237
item_003,store_005,2018-05-01,289.52,108.0258237
item_003,store_005,2018-06-01,291.82,108.0258237
item_003,store_005,2018-07-01,292.96,108.0258237
item_003,store_005,2018-08-01,292.63,108.0258237
item_003,store_005,2018-09-01,290.92,108.0258237
item_003,store_005,2018-10-01,288.29,108.0258237
item_003,store_005,2018-11-01,285.45,108.0258237
item_003,store_005,2018-12-01,283.15,108.0258237
item_003,store_005,2019-01-01,282.01,108.0258237
item_003,store_005,2019-02-01,282.34,108.0258237
item_003,store_005,2019-03-01,284.05,108.0258237
item_003,store_005,2019-04-01,286.68,108.0258237
item_003,store_005,2019-05-01,275.01,111.7924031
item_003,store_005,2019-06-01,277.2,111.7924031
item_003,store_005,2019-07-01,409.99,86.34126845
item_003,store_005,2019-08-01,328.77,99.9569711
item_003,store_005,2019-09-01,326.85,99.9569711
item_003,store_005,2019-10-01,,99.9569711
item_003,store_005,2019-11-01,,99.9569711
item_003,store_005,2019-12-01,,99.9569711
item_004,store_001,2017-10-01,272.55,93
item_004,store_001,2017-11-01,286.84,93
item_004,store_001,2017-12-01,304.65,93
item_004,store_001,2018-01-01,260.71,106.8825152
item_004,store_001,2018-02-01,269.55,106.8825152
item_004,store_001,2018-03-01,277.34,105.3507126
item_004,store_001,2018-04-01,266.81,106.6050271
item_004,store_001,2018-05-01,432.43,74.99788961
item_004,store_001,2018-06-01,407.83,74.99788961
item_004,store_001,2018-07-01,383.86,75.14046137
item_004,store_001,2018-08-01,368.88,75.14046137
item_004,store_001,2018-09-01,365.74,75.14046137
item_004,store_001,2018-10-01,317.79,83.94981592
item_004,store_001,2018-11-01,344.33,82.33657572
item_004,store_001,2018-12-01,365.71,82.33657572
item_004,store_001,2019-01-01,385.6,82.33657572
item_004,store_001,2019-02-01,390.48,83.48255562
item_004,store_001,2019-03-01,393.16,83.48255562
item_004,store_001,2019-04-01,385.01,83.48255562
item_004,store_001,2019-05-01,368.21,83.48255562
item_004,store_001,2019-06-01,230.8,109.6188073
item_004,store_001,2019-07-01,217.85,109.6188073
item_004,store_001,2019-08-01,209.35,109.6188073
item_004,store_001,2019-09-01,207.57,109.6188073
item_004,store_001,2019-10-01,,109.6188073
item_004,store_001,2019-11-01,,109.6188073
item_004,store_001,2019-12-01,,109.6188073
item_004,store_002,2017-10-01,272.55,93
item_004,store_002,2017-11-01,286.84,93
item_004,store_002,2017-12-01,304.65,93
item_004,store_002,2018-01-01,260.71,106.8825152
item_004,store_002,2018-02-01,269.55,106.8825152
item_004,store_002,2018-03-01,277.34,105.3507126
item_004,store_002,2018-04-01,266.81,106.6050271
item_004,store_002,2018-05-01,432.43,74.99788961
item_004,store_002,2018-06-01,407.83,74.99788961
item_004,store_002,2018-07-01,383.86,75.14046137
item_004,store_002,2018-08-01,368.88,75.14046137
item_004,store_002,2018-09-01,365.74,75.14046137
item_004,store_002,2018-10-01,317.79,83.94981592
item_004,store_002,2018-11-01,344.33,82.33657572
item_004,store_002,2018-12-01,365.71,82.33657572
item_004,store_002,2019-01-01,385.6,82.33657572
item_004,store_002,2019-02-01,390.48,83.48255562
item_004,store_002,2019-03-01,393.16,83.48255562
item_004,store_002,2019-04-01,385.01,83.48255562
item_004,store_002,2019-05-01,368.21,83.48255562
item_004,store_002,2019-06-01,230.8,109.6188073
item_004,store_002,2019-07-01,217.85,109.6188073
item_004,store_002,2019-08-01,209.35,109.6188073
item_004,store_002,2019-09-01,207.57,109.6188073
item_004,store_002,2019-10-01,,109.6188073
item_004,store_002,2019-11-01,,109.6188073
item_004,store_002,2019-12-01,,109.6188073
item_004,store_003,2017-10-01,272.55,93
item_004,store_003,2017-11-01,286.84,93
item_004,store_003,2017-12-01,304.65,93
item_004,store_003,2018-01-01,260.71,106.8825152
item_004,store_003,2018-02-01,269.55,106.8825152
item_004,store_003,2018-03-01,277.34,105.3507126
item_004,store_003,2018-04-01,266.81,106.6050271
item_004,store_003,2018-05-01,432.43,74.99788961
item_004,store_003,2018-06-01,407.83,74.99788961
item_004,store_003,2018-07-01,383.86,75.14046137
item_004,store_003,2018-08-01,368.88,75.14046137
item_004,store_003,2018-09-01,365.74,75.14046137
item_004,store_003,2018-10-01,317.79,83.94981592
item_004,store_003,2018-11-01,344.33,82.33657572
item_004,store_003,2018-12-01,365.71,82.33657572
item_004,store_003,2019-01-01,385.6,82.33657572
item_004,store_003,2019-02-01,390.48,83.48255562
item_004,store_003,2019-03-01,393.16,83.48255562
item_004,store_003,2019-04-01,385.01,83.48255562
item_004,store_003,2019-05-01,368.21,83.48255562
item_004,store_003,2019-06-01,230.8,109.6188073
item_004,store_003,2019-07-01,217.85,109.6188073
item_004,store_003,2019-08-01,209.35,109.6188073
item_004,store_003,2019-09-01,207.57,109.6188073
item_004,store_003,2019-10-01,,109.6188073
item_004,store_003,2019-11-01,,109.6188073
item_004,store_003,2019-12-01,,109.6188073
item_004,store_004,2017-10-01,272.55,93
item_004,store_004,2017-11-01,286.84,93
item_004,store_004,2017-12-01,304.65,93
item_004,store_004,2018-01-01,260.71,106.8825152
item_004,store_004,2018-02-01,269.55,106.8825152
item_004,store_004,2018-03-01,277.34,105.3507126
item_004,store_004,2018-04-01,266.81,106.6050271
item_004,store_004,2018-05-01,432.43,74.99788961
item_004,store_004,2018-06-01,407.83,74.99788961
item_004,store_004,2018-07-01,383.86,75.14046137
item_004,store_004,2018-08-01,368.88,75.14046137
item_004,store_004,2018-09-01,365.74,75.14046137
item_004,store_004,2018-10-01,317.79,83.94981592
item_004,store_004,2018-11-01,344.33,82.33657572
item_004,store_004,2018-12-01,365.71,82.33657572
item_004,store_004,2019-01-01,385.6,82.33657572
item_004,store_004,2019-02-01,390.48,83.48255562
item_004,store_004,2019-03-01,393.16,83.48255562
item_004,store_004,2019-04-01,385.01,83.48255562
item_004,store_004,2019-05-01,368.21,83.48255562
item_004,store_004,2019-06-01,230.8,109.6188073
item_004,store_004,2019-07-01,217.85,109.6188073
item_004,store_004,2019-08-01,209.35,109.6188073
item_004,store_004,2019-09-01,207.57,109.6188073
item_004,store_004,2019-10-01,,109.6188073
item_004,store_004,2019-11-01,,109.6188073
item_004,store_004,2019-12-01,,109.6188073
item_004,store_005,2017-10-01,272.55,93
item_004,store_005,2017-11-01,286.84,93
item_004,store_005,2017-12-01,304.65,93
item_004,store_005,2018-01-01,260.71,106.8825152
item_004,store_005,2018-02-01,269.55,106.8825152
item_004,store_005,2018-03-01,277.34,105.3507126
item_004,store_005,2018-04-01,266.81,106.6050271
item_004,store_005,2018-05-01,432.43,74.99788961
item_004,store_005,2018-06-01,407.83,74.99788961
item_004,store_005,2018-07-01,383.86,75.14046137
item_004,store_005,2018-08-01,368.88,75.14046137
item_004,store_005,2018-09-01,365.74,75.14046137
item_004,store_005,2018-10-01,317.79,83.94981592
item_004,store_005,2018-11-01,344.33,82.33657572
item_004,store_005,2018-12-01,365.71,82.33657572
item_004,store_005,2019-01-01,385.6,82.33657572
item_004,store_005,2019-02-01,390.48,83.48255562
item_004,store_005,2019-03-01,393.16,83.48255562
item_004,store_005,2019-04-01,385.01,83.48255562
item_004,store_005,2019-05-01,368.21,83.48255562
item_004,store_005,2019-06-01,230.8,109.6188073
item_004,store_005,2019-07-01,217.85,109.6188073
item_004,store_005,2019-08-01,209.35,109.6188073
item_004,store_005,2019-09-01,207.57,109.6188073
item_004,store_005,2019-10-01,,109.6188073
item_004,store_005,2019-11-01,,109.6188073
item_004,store_005,2019-12-01,,109.6188073
item_005,store_001,2017-10-01,271.67,109
item_005,store_001,2017-11-01,294.69,109
item_005,store_001,2017-12-01,319.14,109
item_005,store_001,2018-01-01,338.45,109
item_005,store_001,2018-02-01,347.46,109
item_005,store_001,2018-03-01,321.31,114.0201492
item_005,store_001,2018-04-01,306.88,114.0201492
item_005,store_001,2018-05-01,287.15,113.5484113
item_005,store_001,2018-06-01,369.53,90.78077279
item_005,store_001,2018-07-01,344.11,90.78077279
item_005,store_001,2018-08-01,332.26,90.78077279
item_005,store_001,2018-09-01,337.13,90.78077279
item_005,store_001,2018-10-01,357.43,90.78077279
item_005,store_001,2018-11-01,387.72,90.78077279
item_005,store_001,2018-12-01,355.32,101.4681036
item_005,store_001,2019-01-01,376.83,101.4681036
item_005,store_001,2019-02-01,386.86,101.4681036
item_005,store_001,2019-03-01,382.74,101.4681036
item_005,store_001,2019-04-01,365.56,101.4681036
item_005,store_001,2019-05-01,339.92,101.4681036
item_005,store_001,2019-06-01,312.71,101.4681036
item_005,store_001,2019-07-01,291.2,101.4681036
item_005,store_001,2019-08-01,281.17,101.4681036
item_005,store_001,2019-09-01,285.3,101.4681036
item_005,store_001,2019-10-01,,101.4681036
item_005,store_001,2019-11-01,,101.4681036
item_005,store_001,2019-12-01,,101.4681036
item_005,store_002,2017-10-01,271.67,109
item_005,store_002,2017-11-01,294.69,109
item_005,store_002,2017-12-01,319.14,109
item_005,store_002,2018-01-01,338.45,109
item_005,store_002,2018-02-01,347.46,109
item_005,store_002,2018-03-01,321.31,114.0201492
item_005,store_002,2018-04-01,306.88,114.0201492
item_005,store_002,2018-05-01,287.15,113.5484113
